season,name,team,era,pa,win_shares,average,power,walks,speed,pct_appearances_1,pct_appearances_2,pct_appearances_3,pct_appearances_4,pct_appearances_5,pct_appearances_6,pct_appearances_7,pct_appearances_8,pct_appearances_9
2018,Freddie Freeman,ATL,2010-present,707,24,4.8,3.1,3.5,3.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.1,0.0
2019,Freddie Freeman,ATL,2010-present,692,24,3.8,4.0,4.3,2.3,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.3
2020,Freddie Freeman,ATL,2010-present,262,12,4.9,4.7,4.8,3.0,0.0,47.7,51.1,0.0,0.0,0.4,0.0,0.8,0.0
2021,Freddie Freeman,ATL,2010-present,695,24,4.5,2.6,4.2,2.7,0.0,57.7,42.2,0.0,0.0,0.0,0.0,0.0,0.1
2022,Freddie Freeman,LAD,2010-present,708,28,5.0,3.1,4.4,3.5,0.0,52.7,47.3,0.0,0.0,0.0,0.0,0.0,0.0
2023,Freddie Freeman,LAD,2010-present,730,32,4.8,4.3,3.0,4.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,Freddie Freeman,LAD,2010-present,228,6,4.2,2.5,4.6,2.0,0.0,5.7,94.3,0.0,0.0,0.0,0.0,0.0,0.0
1971,Tito Fuentes,SFG,1970-2009,672,14,2.7,1.1,0.0,3.8,0.0,71.0,0.6,0.0,2.1,6.8,16.4,3.1,0.0
1972,Tito Fuentes,SFG,1970-2009,634,12,2.1,2.0,1.1,4.2,0.0,46.8,0.0,0.0,9.8,11.4,16.7,15.3,0.0
1973,Tito Fuentes,SFG,1970-2009,731,17,2.6,0.7,1.1,3.4,0.7,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,Tito Fuentes,SDP,1970-2009,613,12,2.7,0.6,0.2,2.2,0.0,60.2,2.1,0.0,0.0,13.2,24.0,0.3,0.2
1976,Tito Fuentes,SDP,1970-2009,559,9,1.7,0.2,0.1,1.0,0.0,79.1,0.7,0.0,0.0,15.4,3.2,0.0,1.6
1977,Tito Fuentes,DET,1970-2009,673,15,4.5,0.6,0.9,2.6,1.5,98.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2000,Rafael Furcal,ATL,1970-2009,542,19,3.3,0.2,3.9,4.7,74.2,0.0,0.0,0.0,0.0,0.0,5.7,18.3,1.8
2002,Rafael Furcal,ATL,1970-2009,693,19,2.5,0.7,0.8,4.5,99.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0
2003,Rafael Furcal,ATL,1970-2009,734,24,3.4,1.8,2.2,4.9,99.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
2004,Rafael Furcal,ATL,1970-2009,632,18,2.4,1.2,2.7,4.8,97.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7
2005,Rafael Furcal,ATL,1970-2009,689,25,2.8,1.6,2.6,4.8,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2006,Rafael Furcal,LAD,1970-2009,736,22,3.9,1.6,3.2,4.6,97.1,1.8,0.0,0.0,0.0,0.0,0.7,0.0,0.4
2007,Rafael Furcal,LAD,1970-2009,643,13,1.5,0.2,2.2,4.0,94.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Rafael Furcal,LAD,1970-2009,680,18,1.7,0.6,2.3,3.5,74.0,22.1,0.0,0.0,0.0,0.0,1.6,0.9,1.5
2012,Rafael Furcal,STL,2010-present,531,10,1.7,0.1,2.4,3.3,83.2,0.0,0.6,0.0,0.0,0.0,0.8,15.3,0.2
1982,Gary Gaetti,MIN,1970-2009,565,11,0.1,4.1,1.3,1.7,0.0,0.2,0.0,0.0,12.4,53.5,14.9,19.1,0.0
1983,Gary Gaetti,MIN,1970-2009,650,17,0.7,3.3,2.5,2.7,0.2,0.0,0.0,13.4,40.5,29.4,11.2,5.2,0.2
1984,Gary Gaetti,MIN,1970-2009,644,17,1.4,0.9,1.7,2.5,0.0,0.0,0.0,1.4,10.6,28.0,46.7,13.2,0.2
1985,Gary Gaetti,MIN,1970-2009,608,16,0.9,2.6,1.1,2.2,0.0,8.2,1.3,0.0,7.9,38.5,43.1,0.7,0.3
1986,Gary Gaetti,MIN,1970-2009,661,24,3.6,4.7,1.9,1.7,0.0,3.5,14.4,18.6,18.5,41.1,3.6,0.2,0.2
1987,Gary Gaetti,MIN,1970-2009,628,17,1.0,4.0,0.8,3.0,0.0,0.0,1.3,37.3,61.1,0.0,0.0,0.2,0.2
1988,Gary Gaetti,MIN,1970-2009,516,19,4.2,4.8,1.9,1.6,0.4,0.6,0.6,32.4,64.3,1.2,0.0,0.2,0.4
1989,Gary Gaetti,MIN,1970-2009,536,12,1.2,3.4,0.4,2.8,0.6,0.2,0.0,36.2,61.0,1.9,0.0,0.2,0.0
1990,Gary Gaetti,MIN,1970-2009,625,16,0.2,2.9,0.6,2.9,0.0,0.0,1.6,39.2,54.1,2.6,1.9,0.5,0.2
1991,Gary Gaetti,CAL,1970-2009,634,13,0.5,1.8,0.5,0.7,0.0,2.4,19.2,8.5,35.3,24.0,10.6,0.0,0.0
1995,Gary Gaetti,KCR,1970-2009,578,17,0.9,4.4,1.6,0.4,0.0,0.0,4.7,70.9,18.2,4.3,1.4,0.2,0.3
1996,Gary Gaetti,STL,1970-2009,574,15,1.8,3.4,0.9,1.9,0.0,0.0,0.0,13.6,49.0,37.1,0.0,0.0,0.3
1997,Gary Gaetti,STL,1970-2009,554,12,0.7,2.1,0.9,2.0,0.0,0.0,0.7,16.8,44.0,35.9,0.4,0.7,1.4
1986,Greg Gagne,MIN,1970-2009,524,8,1.0,2.0,0.7,4.0,2.5,1.0,0.0,0.0,0.0,0.0,3.1,22.7,70.8
1988,Greg Gagne,MIN,1970-2009,508,12,0.3,3.1,0.7,4.6,0.0,18.3,0.0,0.0,0.0,0.0,3.3,55.5,22.8
1993,Greg Gagne,KCR,1970-2009,581,17,2.9,1.6,0.7,2.3,10.8,10.5,0.0,0.0,0.0,2.8,15.8,43.0,17.0
1994,Greg Gagne,KCR,1970-2009,409,9,1.1,1.3,0.8,2.4,1.2,9.3,0.0,0.0,0.0,5.9,19.3,49.4,14.9
1995,Greg Gagne,KCR,1970-2009,482,12,0.7,1.1,1.4,2.2,0.8,6.0,21.2,3.7,10.8,30.3,13.5,13.7,0.0
1997,Greg Gagne,LAD,1970-2009,553,8,0.7,0.7,0.6,0.9,0.2,22.1,0.0,0.0,0.0,1.4,47.2,28.2,0.9
1991,Mike Gallego,OAK,1970-2009,567,20,0.5,1.6,3.7,2.1,2.3,3.2,0.0,0.0,0.0,0.2,2.8,58.0,33.5
1994,Mike Gallego,NYY,1970-2009,357,11,0.2,1.2,2.8,0.6,1.1,0.0,0.0,0.0,0.0,1.4,5.0,71.4,21.0
2010,Brett Gardner,NYY,2010-present,569,27,3.2,0.8,4.8,5.0,20.2,14.6,0.0,0.0,0.0,0.4,6.5,20.6,37.8
2011,Brett Gardner,NYY,2010-present,588,20,1.7,0.6,3.7,5.0,44.9,0.0,0.2,0.0,0.5,1.5,6.8,15.1,31.0
2013,Brett Gardner,NYY,2010-present,609,22,2.6,1.7,2.8,4.8,97.5,0.2,0.0,0.0,0.8,0.5,0.5,0.0,0.5
2014,Brett Gardner,NYY,2010-present,636,20,1.5,3.2,3.3,4.9,77.2,5.2,5.3,0.0,0.0,2.5,6.3,3.3,0.2
2015,Brett Gardner,NYY,2010-present,656,18,1.7,1.6,4.1,4.1,38.7,59.8,0.2,0.0,0.0,0.6,0.2,0.3,0.3
2016,Brett Gardner,NYY,2010-present,634,18,1.8,0.3,4.3,4.5,57.7,41.2,0.0,0.0,0.0,0.0,0.9,0.2,0.0
2017,Brett Gardner,NYY,2010-present,682,20,2.1,1.7,3.5,4.4,97.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.9
2018,Brett Gardner,NYY,2010-present,609,16,0.8,0.9,4.0,4.9,83.4,0.0,0.3,0.0,0.0,0.0,2.1,0.7,13.5
2019,Brett Gardner,NYY,2010-present,550,20,1.2,4.0,3.2,4.8,21.8,1.3,9.3,1.1,8.7,20.7,11.8,3.6,21.6
1999,Brian Giles,PIT,1970-2009,627,29,4.1,4.7,4.5,2.0,0.0,0.0,99.5,0.0,0.0,0.2,0.0,0.0,0.3
2000,Brian Giles,PIT,1970-2009,688,28,4.1,4.4,4.8,3.1,0.0,0.0,42.4,57.3,0.0,0.0,0.0,0.0,0.3
2001,Brian Giles,PIT,1970-2009,674,26,4.1,4.5,4.1,3.7,0.0,0.0,42.9,57.1,0.0,0.0,0.0,0.0,0.0
2002,Brian Giles,PIT,1970-2009,644,29,3.8,4.9,4.9,3.1,0.2,0.0,73.4,26.2,0.0,0.0,0.2,0.0,0.0
2003,Brian Giles,- - -,1970-2009,609,19,3.7,3.6,4.9,2.7,0.0,0.0,98.7,1.3,0.0,0.0,0.0,0.0,0.0
2004,Brian Giles,SDP,1970-2009,711,22,2.8,2.8,4.1,3.4,0.0,0.0,89.7,3.0,6.9,0.0,0.0,0.0,0.4
2005,Brian Giles,SDP,1970-2009,674,26,4.1,2.6,5.0,4.0,0.0,0.0,43.0,49.4,7.3,0.0,0.1,0.1,0.0
2006,Brian Giles,SDP,1970-2009,717,18,0.8,1.3,4.4,1.6,0.0,27.3,72.7,0.0,0.0,0.0,0.0,0.0,0.0
2007,Brian Giles,SDP,1970-2009,552,11,1.6,1.4,3.8,1.9,65.4,18.3,16.1,0.0,0.0,0.0,0.0,0.0,0.2
2008,Brian Giles,SDP,1970-2009,653,19,4.4,1.6,4.2,1.5,35.1,2.9,61.7,0.0,0.0,0.0,0.2,0.0,0.2
2012,Paul Goldschmidt,ARI,2010-present,587,17,3.1,3.6,3.7,3.0,0.0,0.2,0.0,46.0,37.5,11.1,4.1,0.0,1.2
2013,Paul Goldschmidt,ARI,2010-present,710,28,4.2,4.9,4.8,2.8,0.0,0.0,90.3,4.6,4.8,0.0,0.0,0.1,0.1
2015,Paul Goldschmidt,ARI,2010-present,695,30,4.9,4.6,4.9,3.0,0.0,0.0,93.7,6.2,0.0,0.0,0.0,0.0,0.1
2016,Paul Goldschmidt,ARI,2010-present,705,22,3.9,2.9,4.8,4.1,0.0,0.0,93.5,6.5,0.0,0.0,0.0,0.0,0.0
2017,Paul Goldschmidt,ARI,2010-present,665,26,4.0,4.5,4.7,4.3,0.0,0.0,66.8,32.9,0.2,0.0,0.0,0.0,0.2
2018,Paul Goldschmidt,ARI,2010-present,690,24,3.8,4.4,4.2,2.6,0.0,31.9,49.6,18.3,0.0,0.0,0.1,0.0,0.1
2019,Paul Goldschmidt,STL,2010-present,682,19,1.6,2.5,3.9,1.0,0.0,36.1,52.3,10.6,0.1,0.0,0.6,0.0,0.3
2020,Paul Goldschmidt,STL,2010-present,231,10,4.3,1.5,4.7,1.2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Paul Goldschmidt,STL,2010-present,679,26,4.2,3.2,2.7,3.5,0.0,65.1,34.8,0.0,0.0,0.0,0.0,0.0,0.1
2022,Paul Goldschmidt,STL,2010-present,651,29,4.9,4.8,4.4,2.3,0.0,29.8,70.0,0.0,0.0,0.0,0.0,0.0,0.2
2023,Paul Goldschmidt,STL,2010-present,687,17,3.1,2.4,4.3,1.8,0.0,78.2,21.8,0.0,0.0,0.0,0.0,0.0,0.0
2024,Paul Goldschmidt,STL,2010-present,208,2,0.7,0.5,2.6,2.6,0.0,42.3,35.1,5.8,16.8,0.0,0.0,0.0,0.0
2006,Adrián González,SDP,1970-2009,631,17,4.2,3.0,2.0,0.4,0.0,0.0,8.7,8.7,52.9,18.4,7.3,3.5,0.5
2007,Adrián González,SDP,1970-2009,720,18,2.4,3.9,2.5,1.0,0.0,0.0,37.2,62.8,0.0,0.0,0.0,0.0,0.0
2008,Adrián González,SDP,1970-2009,700,17,2.4,3.9,3.2,0.2,0.0,0.0,26.9,72.1,0.6,0.0,0.3,0.0,0.1
2009,Adrián González,SDP,1970-2009,681,30,2.2,4.8,5.0,0.4,0.0,0.0,66.8,32.6,0.1,0.1,0.1,0.1,0.0
2010,Adrián González,SDP,2010-present,693,23,4.1,3.9,4.5,0.0,0.0,0.0,84.7,15.0,0.0,0.0,0.0,0.0,0.3
2011,Adrián González,BOS,2010-present,715,26,5.0,3.6,3.8,1.6,0.0,0.0,92.9,3.6,3.5,0.0,0.0,0.0,0.0
2012,Adrián González,- - -,2010-present,684,18,4.2,2.4,1.1,0.7,0.0,0.0,29.5,56.9,12.0,1.6,0.0,0.0,0.0
2013,Adrián González,LAD,2010-present,641,18,3.8,3.0,2.0,0.5,0.0,0.0,74.3,24.6,0.3,0.0,0.2,0.2,0.5
2014,Adrián González,LAD,2010-present,660,20,2.9,4.4,3.0,0.4,0.0,0.0,45.8,48.5,5.2,0.2,0.0,0.0,0.5
2015,Adrián González,LAD,2010-present,643,20,2.6,3.9,3.8,0.1,0.0,0.2,61.4,37.5,0.0,0.2,0.0,0.2,0.6
2016,Adrián González,LAD,2010-present,633,13,3.2,1.4,2.4,0.2,0.3,0.0,10.7,74.6,13.1,0.2,0.0,0.3,0.8
1991,Juan Gonzalez,TEX,1970-2009,595,14,1.8,4.2,1.2,1.3,0.3,0.0,0.0,14.3,39.7,39.0,6.7,0.0,0.0
1992,Juan Gonzalez,TEX,1970-2009,632,17,1.7,4.9,0.6,0.3,0.6,0.0,16.6,37.5,36.1,8.4,0.0,0.0,0.8
1993,Juan Gonzalez,TEX,1970-2009,587,26,4.4,5.0,0.8,2.1,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.2
1994,Juan Gonzalez,TEX,1970-2009,463,9,2.2,3.4,0.8,2.6,0.2,0.0,0.0,25.5,74.1,0.0,0.2,0.0,0.0
1996,Juan Gonzalez,TEX,1970-2009,592,17,4.0,4.9,1.3,1.2,0.0,0.0,0.8,99.2,0.0,0.0,0.0,0.0,0.0
1997,Juan Gonzalez,TEX,1970-2009,579,14,3.6,4.8,0.7,0.6,0.0,0.0,0.7,99.3,0.0,0.0,0.0,0.0,0.0
1998,Juan Gonzalez,TEX,1970-2009,669,23,4.3,4.8,1.3,1.1,0.0,0.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0
1999,Juan Gonzalez,TEX,1970-2009,629,20,4.6,4.5,1.7,1.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2001,Juan Gonzalez,CLE,1970-2009,595,22,4.6,4.5,1.8,0.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2014,Dee Strange-Gordon,LAD,2010-present,650,18,4.1,0.4,0.5,5.0,94.8,0.2,0.0,0.0,0.2,0.2,0.5,3.1,1.2
2015,Dee Strange-Gordon,MIA,2010-present,653,21,5.0,0.3,0.1,4.9,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2017,Dee Strange-Gordon,MIA,2010-present,695,18,4.4,0.0,0.1,5.0,95.8,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.6
2018,Dee Strange-Gordon,SEA,2010-present,588,11,3.1,0.1,0.0,4.9,76.5,0.0,0.0,0.2,0.0,0.2,1.0,6.3,15.8
1975,Ken Griffey,CIN,1970-2009,540,17,4.0,1.5,3.9,4.8,0.0,74.1,3.1,0.0,0.0,5.0,14.1,2.0,1.7
1976,Ken Griffey,CIN,1970-2009,628,21,4.8,2.2,3.1,4.7,0.3,95.9,0.8,0.0,0.0,1.3,1.3,0.0,0.5
1977,Ken Griffey,CIN,1970-2009,657,22,4.6,2.1,3.3,4.1,1.5,82.0,15.1,0.0,0.0,0.0,0.0,0.0,1.4
1978,Ken Griffey,CIN,1970-2009,680,19,3.7,2.2,1.8,4.2,0.6,72.5,24.4,0.0,0.0,0.1,1.2,0.1,1.0
1980,Ken Griffey,CIN,1970-2009,615,21,3.6,3.6,3.4,4.7,5.9,36.9,54.1,1.6,0.0,0.0,0.2,0.2,1.1
1981,Ken Griffey,CIN,1970-2009,442,16,4.4,1.6,2.5,4.3,2.0,91.6,6.1,0.0,0.0,0.0,0.0,0.0,0.2
1982,Ken Griffey,NYY,1970-2009,528,9,2.7,1.6,1.8,2.9,2.7,47.5,36.2,1.1,0.6,1.9,6.8,3.0,0.2
1986,Ken Griffey,- - -,1970-2009,532,14,4.4,3.6,1.0,2.9,1.7,22.9,6.6,3.6,46.8,16.7,0.0,0.0,1.7
1989,Ken Griffey Jr.,SEA,1970-2009,506,14,2.2,3.5,2.6,2.4,0.0,13.0,3.2,0.0,55.5,25.7,2.6,0.0,0.0
1990,Ken Griffey Jr.,SEA,1970-2009,666,22,4.4,3.9,2.8,3.3,0.0,6.0,58.1,1.4,34.2,0.0,0.0,0.2,0.2
1991,Ken Griffey Jr.,SEA,1970-2009,633,30,4.9,3.9,3.5,2.1,1.6,0.5,94.0,3.5,0.2,0.3,0.0,0.0,0.0
1992,Ken Griffey Jr.,SEA,1970-2009,617,22,4.4,4.7,1.6,2.9,0.6,0.2,94.3,4.5,0.0,0.0,0.2,0.0,0.2
1993,Ken Griffey Jr.,SEA,1970-2009,691,31,4.3,4.9,4.4,2.8,0.0,3.6,96.4,0.0,0.0,0.0,0.0,0.0,0.0
1994,Ken Griffey Jr.,SEA,1970-2009,493,23,4.6,4.8,3.5,3.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Ken Griffey Jr.,SEA,1970-2009,638,34,3.3,4.7,3.6,3.5,0.6,0.0,98.4,0.6,0.3,0.0,0.0,0.0,0.0
1997,Ken Griffey Jr.,SEA,1970-2009,704,33,4.0,4.9,3.2,3.3,0.4,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0
1998,Ken Griffey Jr.,SEA,1970-2009,720,26,2.5,4.9,3.4,3.5,0.0,0.3,99.7,0.0,0.0,0.0,0.0,0.0,0.0
1999,Ken Griffey Jr.,SEA,1970-2009,706,24,2.4,4.7,4.0,3.5,0.0,0.3,99.7,0.0,0.0,0.0,0.0,0.0,0.0
2000,Ken Griffey Jr.,CIN,1970-2009,631,24,1.8,4.5,4.3,2.4,0.2,0.2,98.7,0.6,0.0,0.0,0.0,0.0,0.3
2005,Ken Griffey Jr.,CIN,1970-2009,555,17,4.1,4.6,3.0,0.3,0.0,18.6,34.4,46.7,0.2,0.0,0.0,0.0,0.2
2007,Ken Griffey Jr.,CIN,1970-2009,623,8,2.0,3.8,4.3,2.0,0.8,0.0,85.9,7.9,4.3,0.0,0.3,0.0,0.8
2008,Ken Griffey Jr.,- - -,1970-2009,575,8,0.7,2.3,4.4,0.3,0.2,4.0,67.7,4.0,2.8,11.7,8.9,0.3,0.5
1998,Vladimir Guerrero,MON,1970-2009,677,28,4.7,4.5,1.0,3.1,0.0,0.0,58.2,39.0,1.6,0.9,0.1,0.0,0.1
1999,Vladimir Guerrero,MON,1970-2009,674,23,4.2,4.5,1.4,2.7,0.0,0.0,0.0,94.1,5.6,0.0,0.0,0.0,0.3
2000,Vladimir Guerrero,MON,1970-2009,641,28,4.8,4.8,1.8,3.3,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.2
2001,Vladimir Guerrero,MON,1970-2009,671,26,4.0,4.0,2.5,4.3,0.0,0.0,67.2,32.8,0.0,0.0,0.0,0.0,0.0
2002,Vladimir Guerrero,MON,1970-2009,709,33,4.9,4.5,3.5,3.3,0.7,0.0,77.7,21.6,0.0,0.0,0.0,0.0,0.0
2004,Vladimir Guerrero,ANA,1970-2009,680,26,4.8,4.5,2.0,3.4,0.0,0.0,73.5,26.5,0.0,0.0,0.0,0.0,0.0
2005,Vladimir Guerrero,LAA,1970-2009,594,25,4.8,4.3,3.7,3.6,0.0,0.0,60.9,38.7,0.2,0.0,0.0,0.0,0.2
2006,Vladimir Guerrero,LAA,1970-2009,665,20,4.8,3.9,1.8,2.4,0.0,0.0,49.5,50.5,0.0,0.0,0.0,0.0,0.0
2007,Vladimir Guerrero,LAA,1970-2009,660,22,4.6,4.3,3.7,0.5,0.0,0.0,75.8,24.2,0.0,0.0,0.0,0.0,0.0
2008,Vladimir Guerrero,LAA,1970-2009,600,17,4.2,3.7,2.3,2.3,0.0,0.0,43.0,57.0,0.0,0.0,0.0,0.0,0.0
2010,Vladimir Guerrero,TEX,2010-present,643,13,4.4,3.5,0.6,1.0,0.0,0.0,0.0,98.9,0.0,0.0,0.3,0.3,0.5
2011,Vladimir Guerrero,BAL,2010-present,590,8,3.5,1.1,0.0,0.8,0.0,0.0,0.0,91.9,6.8,0.0,0.0,0.0,1.4
1985,Ozzie Guillen,CHW,1970-2009,513,14,2.6,0.6,0.0,4.4,7.8,2.7,0.0,0.0,0.0,0.6,7.0,31.4,50.5
1986,Ozzie Guillen,CHW,1970-2009,577,12,1.1,0.1,0.0,3.4,0.0,26.9,0.0,0.0,0.5,5.0,29.1,30.8,7.6
1987,Ozzie Guillen,CHW,1970-2009,604,18,2.6,0.2,0.1,4.2,41.9,4.3,0.0,0.0,0.0,1.3,4.3,17.4,30.8
1988,Ozzie Guillen,CHW,1970-2009,606,18,1.7,0.1,0.2,4.0,0.0,25.9,0.0,0.0,0.0,0.0,12.7,57.8,3.6
1989,Ozzie Guillen,CHW,1970-2009,626,15,1.5,0.4,0.0,4.7,35.6,6.1,0.0,0.0,0.0,0.3,0.0,10.1,47.9
1990,Ozzie Guillen,CHW,1970-2009,563,17,3.1,0.2,0.2,2.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,99.6
1991,Ozzie Guillen,CHW,1970-2009,555,12,2.5,0.1,0.0,3.1,0.2,0.0,0.0,0.2,0.4,0.7,2.5,20.5,75.5
1994,Ozzie Guillen,CHW,1970-2009,390,7,3.1,0.1,0.1,3.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,99.7
1996,Ozzie Guillen,CHW,1970-2009,528,3,1.1,0.7,0.0,3.6,0.4,1.3,0.4,0.0,0.0,1.5,0.8,0.0,95.6
1997,Ozzie Guillen,CHW,1970-2009,527,3,0.3,0.5,0.2,3.3,0.0,7.2,0.2,0.0,0.2,0.0,0.6,0.9,90.9
2000,Cristian Guzman,MIN,1970-2009,690,11,0.4,1.2,0.9,4.9,40.7,53.3,0.0,0.0,0.0,0.1,0.3,0.0,5.5
2001,Cristian Guzman,MIN,1970-2009,527,20,3.7,2.7,0.2,4.9,40.8,58.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2002,Cristian Guzman,MIN,1970-2009,656,13,2.3,0.6,0.0,3.7,4.7,95.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2003,Cristian Guzman,MIN,1970-2009,585,12,1.6,0.4,0.5,4.8,4.8,55.7,0.3,0.0,0.2,0.0,0.0,2.2,36.8
2004,Cristian Guzman,MIN,1970-2009,624,13,1.9,0.6,0.3,3.3,22.1,33.5,0.0,0.0,0.0,11.2,16.3,3.5,13.3
2008,Cristian Guzman,WSN,1970-2009,612,18,4.7,1.0,0.2,2.8,31.0,60.8,7.7,0.0,0.0,0.0,0.0,0.2,0.3
2009,Cristian Guzman,WSN,1970-2009,555,10,2.9,0.6,0.1,3.4,41.8,47.9,0.9,0.0,0.9,5.4,0.2,0.2,2.7
2012,Bryce Harper,WSN,2010-present,597,23,2.1,3.6,3.1,4.8,0.0,87.9,3.0,0.0,5.7,0.2,2.7,0.0,0.5
2015,Bryce Harper,WSN,2010-present,654,37,4.9,5.0,5.0,1.6,0.0,0.0,61.5,38.5,0.0,0.0,0.0,0.0,0.0
2016,Bryce Harper,WSN,2010-present,627,14,0.7,3.1,4.9,3.3,0.2,3.0,67.0,29.3,0.0,0.2,0.2,0.0,0.2
2018,Bryce Harper,WSN,2010-present,695,16,1.4,4.5,5.0,2.0,7.5,16.7,58.0,15.7,1.4,0.3,0.0,0.1,0.3
2019,Bryce Harper,PHI,2010-present,682,23,1.7,3.8,4.7,2.9,5.4,15.0,76.8,2.3,0.0,0.0,0.0,0.0,0.4
2020,Bryce Harper,PHI,2010-present,244,8,2.8,4.3,5.0,4.4,0.0,16.8,83.2,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bryce Harper,PHI,2010-present,599,27,4.7,4.9,4.9,2.9,0.0,0.0,90.2,9.5,0.0,0.0,0.0,0.3,0.0
2023,Bryce Harper,PHI,2010-present,546,17,4.7,3.6,4.8,2.4,0.0,0.0,68.1,31.7,0.0,0.0,0.0,0.0,0.2
2024,Bryce Harper,PHI,2010-present,201,9,4.1,4.8,4.9,1.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Adeiny Hechavarría,MIA,2010-present,578,4,0.2,0.1,0.7,3.1,16.4,7.8,0.0,0.0,0.0,16.4,47.9,11.4,0.0
2014,Adeiny Hechavarría,MIA,2010-present,574,10,2.9,0.2,0.4,3.5,4.0,6.1,0.0,0.0,0.0,2.8,28.6,55.1,3.5
2016,Adeiny Hechavarría,MIA,2010-present,547,10,0.3,0.0,0.7,2.6,5.5,1.6,0.0,0.0,0.2,1.6,11.5,73.7,5.9
1980,Rickey Henderson,OAK,1970-2009,722,30,3.9,1.1,4.9,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Rickey Henderson,OAK,1970-2009,493,26,4.9,2.4,4.5,4.9,99.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1982,Rickey Henderson,OAK,1970-2009,656,29,1.8,1.3,5.0,4.8,99.4,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0
1983,Rickey Henderson,OAK,1970-2009,622,28,3.7,1.9,5.0,4.9,98.4,0.0,0.0,0.3,0.0,0.8,0.2,0.0,0.3
1984,Rickey Henderson,OAK,1970-2009,597,26,3.7,2.9,4.9,4.7,99.5,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
1985,Rickey Henderson,NYY,1970-2009,654,37,4.7,3.9,4.9,4.9,99.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1986,Rickey Henderson,NYY,1970-2009,701,27,1.9,3.9,4.2,4.9,98.9,0.0,0.6,0.0,0.1,0.0,0.0,0.3,0.1
1988,Rickey Henderson,NYY,1970-2009,647,27,4.4,0.9,4.4,4.9,99.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Rickey Henderson,- - -,1970-2009,674,34,2.8,2.2,5.0,4.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1990,Rickey Henderson,OAK,1970-2009,594,38,5.0,4.8,4.9,4.8,99.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.2
1991,Rickey Henderson,OAK,1970-2009,578,22,2.2,2.5,5.0,4.3,98.8,0.2,0.0,0.3,0.0,0.0,0.2,0.0,0.5
1993,Rickey Henderson,- - -,1970-2009,610,22,3.4,3.8,4.9,4.5,96.2,0.0,3.0,0.3,0.3,0.0,0.2,0.0,0.0
1994,Rickey Henderson,OAK,1970-2009,376,13,1.2,0.8,4.9,3.4,96.5,0.3,2.7,0.0,0.0,0.0,0.0,0.3,0.3
1995,Rickey Henderson,OAK,1970-2009,487,14,3.5,1.8,4.5,3.3,98.8,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.2
1996,Rickey Henderson,SDP,1970-2009,602,15,0.3,0.8,4.9,4.1,95.5,0.7,0.2,0.0,0.2,0.5,0.2,0.0,2.8
1997,Rickey Henderson,- - -,1970-2009,509,14,0.5,0.6,4.9,3.9,95.1,0.0,0.0,0.0,0.8,0.0,1.2,0.2,2.8
1998,Rickey Henderson,OAK,1970-2009,670,16,0.1,0.8,4.9,4.5,99.3,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0
